id,name,screen_name,location,statuses_count,friends_count,followers_count
1159891799567192066,Ali Kocakaya,kocali_7,,38,338,17
1213353214424207360,victor,victor79102296,,4,90,0
1213429862527987712,Wolf Pack,WolfPac10775725,,0,309,8
1213394360697442306,Jeremy,Jeremy77552340,,0,12,2
1137335820359065600,zxcrbk,zxcrbk,,9,74,2
1195099606729863174,MatheusBalla,MatheusBalla47,🇧🇷🇵🇹,59,109,27
1213495933515616256,Vuyani,Vuyani52388913,"Johannesburg, South Africa",0,126,0
1212769127657431040,gaming_girl,sonic_gamergirl,,4,23,2
1070099278138368002,Climanto,Climanto1,,13,225,3
1198544621938208768,Binusis,Binusis1,Pabna Dhaka Bangladesh,4,64,2
1213347758788100096,Jefferson Sidabutar,heffsida,,0,13,5
1213491437121069056,Xavier Arnobio Narciso,xavier_narcis0,,0,112,3
1213493408225886210,Eduardo Noveli,Novelizando3,,0,81,6
1132169739298639872,Eduardo Armijo,Eduardo97536738,,81,492,9
1199926154313863168,BREAD,plastic23777477,,18,325,22
1213496474471780352,Γιάννης,1seXMB20F3LgD4C,,0,10,1
1093340751449255936,Ben Becker,Benbecker00,New York,41,106,13
1090265436518797312,Jack Parento,jack_mp1,,34,306,14
1213494333246066689,DB,DBarreiros1,,0,104,1
1213474030155550720,kicksOfTheJungle,JungleKicks,"Florida, USA",0,137,4
1068592560447373314,LUIS FRANCISCO,LUISFRA96957801,Nicaragua,12,83,5
4910716822,MlqEduh,ed_ue,Brasil,146,69,9
1193930287182499841,Bobi David,BobiDavid1,,47,4749,806
1172152635933130752,Prince💀,CacelaPrince,,704,111,18
1213492628559257600,Kauã Lima,KauLima89816649,,0,40,2
782633908424744961,Thomas_lto,tom260401,"Neuilly-sur-Seine, France",9,36,11
1137057745109209090,K A U Ê 🤯🥋,Kaue155_,,118,186,158
755094736076152836,Tapha Toure,tafso27pigeon1,,1,210,1
1213494621122129920,_.Blue Jane,BlueJan11786186,,0,83,2
1213490722633945088,Harley,hrlyrb,"Los Angeles, CA",1,32,2
2893104396,Ricardo Safie,RicardoSafie,,13,85,1
1213494804845219843,Cristofer Mendez,Cristof54129648,,0,36,1
1213494195991633920,Ruan,RuanLop32,Carazinho rsrsrs,0,6,2
1213488290713587712,decio samukonga,DSamukonga,,0,85,0
868202570220744706,Doniflaᶜʳᶠ,Donifla1,"Rio de Janeiro, Brasil",114,2316,81
39447343,DANA QADDOURA,qadddan,Kuwait,41988,910,288
1160622261700894722,Deusa da praia,Amanda_Teixx,"Rio de Janeiro, Brasil",831,304,363
2244841232,sergio ayala,sergioooo532,,4,284,1
1213493901593468928,Sarah Barnard,SarahBa67429624,,0,7,0
1213137064406839296,Sarah Marques,SarahMa49766204,,0,53,1
987039018738176001,Diana,gedonysta,,0,36,0
1212138294911176706,Alejandro,Alejand43195384,,4,100,3
20030676,illy rincon,simplyilly,,3842,222,133
24174329,nathan bleyaert,natebley,Metro Detroit,1728,585,99
914132472987897856,Mohamed Faye,SlowMoeee,,389,260,31
1212810757697466368,Julieta que joga a rabeta,Julia94564405,"Brooklyn, NY",124,69,14
1213492952216952838,The Shopper's Advisor,TheShoppersAdv1,,0,3,0
1213492602701410305,zMuDinuTTi,DinuMu,,0,8,1
1108622152234721280,Pelo Sahinis,PelopidasSahin2,above the clouds ,21,71,3
1088640455334653953,Luiz Guilherme,LuizGui65754644,,1,529,16
1213488497052405762,adel bensafiddine,adelbensafiddi1,Algérie,0,42,0
1207793648856748032,Jayson.,J_Alva89,,24,72,4
1175914130718507009,Lena,L______na,,0,40,0
3895900283,thalis arthur,arthur_thalis,,1,41,0
1194636266664550400,italin,italeirasss,"Santo André, Brasil",86,81,44
1213278855667929088,ingryd kau,euuu45871016,,0,177,24
1213491063416975360,Sollanke,sollanke,,0,12,3
1213246775839952896,Magalhães🌈,Magalhe08687936,no fundo do poço ,81,120,31
1213043214854193154,Lee,Lee54881187,,1,464,4
1211474405546573824,Louis,klFxA9WhKkrxEas,,0,21,1
1205825754455584768,Isiah Hill,Zaibands,,62,344,10
1213482164316061696,りょー,71__miya,,2,11,0
1213488609497509890,Michael McCormick,McSneakerhead1,,0,18,2
1200023548569387008,儒,Uzan5KFGdGnzowJ,,0,18,1
1213477397514743808,Thomas S,TomShutty,,0,108,2
808976360358100992,Ryza,Ryzasanjuan04,,333,1027,382
1203823588324913152,Dala What You Must.,YourBoiiMav,,0,37,8
336738993,🇭🇹Stringerbell🇬🇫,modberserk,"Ile-de-France, France",1532,485,234
1213487672565460992,Guirec Le Perff,PerffGuirec,,0,71,1
1099466425,João Campota,JoaoCampota,,14,13,18
1010527192407658497,no joke,Ia63393358,"California, USA",67,257,15
1212451398547165184,Speed0_,Speed0_,,5,164,7
1165055474284290053,Complicado 🏄‍♂️,ESCOBARdlx,"Ceilândia, Brasília",836,433,135
1213485568849350657,Bram's omzo jnr Bvndo,s_bvndo,,0,23,1
1212345623657107457,Youssef ayari,AyariYoussef9,,0,3,1
1213488033648889856,A. Alkhazaaly,AlkhazaalyA,,0,10,1
1213113254890725377,Raphaella Médice,raphamedice_,,0,12,6
1205176514888765440,Rindert Staelens,StaelensRindert,,0,409,8
3141977610,E.M.B🖕🏾,lil_e_brown,United States,4,67,7
1213488013361025024,chris,chris18809252,,0,59,2
1213485320521412608,adibebek,adibebek77,"Badung, Bali",0,60,6
1213489070090768384,Justine,Justine27755119,,0,7,1
1213487210323791876,HARRYOBEN Bernard,HarryobenB,,0,76,3
732697793236766720,Pimentel 🍀,PimentellRe,"Rio de Janeiro, Brasil",5154,137,379
1213486336029495297,Amy Tremblay,AmyTrem03651192,,0,49,2
1213487386316824582,Mateusz,mathieu_spa,,0,46,1
1212592917165924352,mykenzie,mykenzi96671253,,0,2,0
1209388253813579776,director,directo41148779,,0,52,1
1213483129416998912,ariubayar,ariubayar1,,0,54,2
1054562945135456261,oHamann,Hamannas17,Americity ,1367,940,482
838768799885246465,nesmondday,nesmondday,Martinique,9,60,9
1211320360680873985,مهيمن العبودي,uxDBsnPFkNIXy2j,Iraq,6,847,80
1185588893791457281,Agyemanglord,Agyemanglord1,,18,57,1
940290439021723648,ZamGaming,Zamzimo77,,1714,233,62
1063887874398056449,Star fish,JamsPats,,416,220,91
954030891231215618,José Alan,zezin_smg,"Guarulhos, Brasil",493,98,13
517288901,Sunthorn Pharmacist,8899Sunthorn,"Chaiyaphum,Thailand",106,133,12
4227181161,yane,YanettOasis,,1,25,2
2316376373,swapnil bansal,swapnilbansal5,,3,478,2
1213487367681531906,Goldenn.one,OneGoldenn,,0,39,2
1125426023431135232,Lauri,Lauri13868303,,74,116,1
1079101874672988161,Agala_marvin,agala_marvin,"Lagos, Nigeria",545,333,23
1213486863928791041,Pre,Pre55832420,,0,37,1
1132538402258137088,vickie christensen,vickiec36722521,"Fontana, CA",248,159,41
1212704396678533120,마마마,cavPhHAKDJX6Eig,,0,17,0
1213481440278528001,Mohamed,Mohamed40320433,بنها ,0,395,1
114876721,sid smith,DaKidds_MosDope,Chuckganistan,20170,389,641
1213288807505649664,860 Cardio,860cardio,The 860,1,2,4
1158841267419254784,Joseph Ibrahim,JosephI97373866,,13,694,5
1213484358331289607,rush propst,PropstRush,,0,57,21
1213485448074416130,andrew,andrew80989227,,0,52,2
1207498953320624129,𝐂𝐇𝐔𝐀 𝐒𝐇𝐈 𝐒𝐇𝐔𝐄𝐍,ShiShuen2,,39,189,11
1199345569484828674,Santiago Leyva Quintero,SantiagoLeyvaQ1,,151,393,50
1166759813356904448,Kevin,KevinXenon,,12,100,3
1212215228999426048,Divin Davis,DivinDavisPL,"Thrissur,Kerala",1,73,1
1213450550953402368,Sunthorn_Rx2020,Sunthorn8899,Amphoe Kaset Sombun,7,42,2
3383203552,Merone 👩🏽‍💻,Merone,Views are my own.,2237,614,1045
1213399617343086593,Gentiana Fazliju,GFazliju,,0,24,1
907441332066574336,loreyn,rearaine_md,💜,5524,488,503
822616433968484353,Mahboob Tahiry,MahboobTahiry,mahboob tahiry,284,744,54
1213484524526395393,Tyga Pelcor,TygaPelcor,,3,88,1
1213479112418791424,Vidal Célestin,VidalCelestin,,0,17,3
1205668031780839424,giovana,giovana65083468,,0,58,1
720998827,Gabriel Viana P. M.,gabevpm,Belo Horizonte-MG-Brasil,360,200,19
3145225021,Amal 42,AmalAlburgani,,2,7,5
1213033180539703296,priscilla com dois L 's,p_alvx,"Luís Eduardo Magalhães, Brasil",5,189,78
1213192488350957569,Felipe,Felipe34691697,"Tzintzuntzan, Michoacán de Oca",0,10,2
1213483220399837186,rappisuave,rappisuave,,0,51,2
4730395994,max aldana,maxaldana6,"Hidalgo, México",10,524,48
1213460199316447232,Marvin Ronquillo,MarvinR24722969,"Barcelona, Spain",0,21,1
1213482157659713541,Calvin,Calvin30599018,,0,39,0
1213186187881398272,Carlos Henrique,CarlosH44248547,"Juiz de Fora, Brasil",14,90,2
914356562520449024,黃楚樺,0ohankhuango0,"Taichung City, Taiwan",0,4,2
799572989167697920,Declan Brannan,declan_brannan,United Kingdom,46,151,170
1213482562770755584,PogingPaul031,PPaul031,,1,16,1
1157082507969540096,tyler küster,kuster_tyler,"Arapoti, Brasil",2432,645,811
1068646746476199936,cH3K3r,cheker_feli,Uruguay,2,11,1
944721680303378434,Marshall,SenorMarshall,,3,106,2
1182593065648885761,substituível,crf_livyan,GuapiCity,10745,345,114
1170122173748535296,Emilyzinhaa,Emilyzinhaz,,371,80,53
1082404484783984647,Victoria De Jesus 🇧🇷❤,Victori63828027,"São Paulo, Brasil",35,77,9
911053460119937024,Marvo💞😅,Marvostackzz,"Houston, TX",0,8,5
1213479683645272064,changchi.yx.,ChangchiYx,,0,3,0
563133755,bridget thomas,burning_bridge1,,4416,355,372
1213274253048442880,Karlos_Cardoso,KarlosCardoso3,,2,9,1
1213479879947112448,joao viegas,joaoviegas8400,,2,89,12
1108445706723962880,May_abaza,abaza_may,,30,122,3
1213480695596630017,꧁Kylengtot꧂,AaronFyce,,14,125,10
247152204,Aaronesia Christophe,PrettyPinkLatae,is between time and space,6484,494,529
1213477178681126913,Konaté Ousmane,223_KNT,,0,27,0
1213436646164553728,せいや,ifPGhfmZoFRH6RV,,0,50,0
235861947,Alyx Martin,alyxandramartin,"Chicago, IL",1258,177,115
1213476715785179143,Alex.R,AlexR55526063,,0,21,0
1205282644130324480,N.ALP-D,Rarys_Hype,,522,218,16
1212868822945816577,O Mais Brabo,NicolasBraz19,"São Paulo, Brasil",2,107,5
1213206287464271872,hector,hector86162405,"Boston, MA",0,33,2
1213479300344606722,Gabby,Gabby42936053,United States,0,34,1
1213476492362960898,vananh.the1st,The1stVananh,,4,43,1
1115607046672412673,ヒゲダルマ,Onktk0,,1,42,1
1202604915643834368,Jirazad1,Jirazad11,,0,28,4
1210872141945565185,F I L H O D O 1️⃣ 5️⃣ 7️⃣,WL_BDR157,,2,64,1
1103754096400584704,Benj_Barbosa,BarbosaBenj,,305,89,11
1202323075347492864,Marlon Moura,MarlonM71656038,,0,195,0
1210679030023933953,بوعرعور مراد,2ZS3B9pc0TQwOwY,"Hail, Kingdom of Saudi Arabia",0,2,0
1213448486089154560,Maexzz,KrishaEmpleo12,"Sorsogon City, Bicol Region",23,360,7
1210894858207907840,Garnier Evan,garnier_evan,,0,42,1
1211059063116533760,WAKACHEESE,WAKACHEESE1,,0,36,1
1213478226032390144,Julian Manley,ManleyJulian,,0,2,0
1212040893584162817,Stokes80,Stokes801,,0,22,1
1211915593349091328,lucas suen,lucas26sep,People's Republic of China,2,85,2
1213476764422299650,Andrew,Andrew91118505,,0,26,1
1006147212580024320,Janne Da Arc,ZYANNU124,,924,316,107
1149986636874182658,lilniglett,lilniglett2,,12,49,1
1183050990712508416,MENINO DE FÉ 🚩,VE3N3,"Pavuna, Rio de Janeiro",53,142,77
142460498,Allessandra Rodrigues,Allezynhaylukas,"São Paulo, Brasil",1683,1104,153
1120733956645765126,Josh,VGabrieldel,laranjal,1425,576,266
1213478643692797952,Henrik Lind,HenrikLind13,,0,5,0
1213443873764036608,Samuel Sunday,SamuelS70022283,,2,13,1
849738691044134916,Ângelo Bejarano,angelobynho,"Campo Grande, MS",13743,556,92
1213477396990459904,Jaiden Marahburn,marahburn,,2,24,0
1153160679337201664,Ranger Rosa 🇦🇹,mayacostta_,"Recife, Brasil",414,66,20
1123354090908672007,Georgie,georgiestweetz,,1,9,2
1145621298841817089,Ryan Lewsley,lewsley_ryan,"Liverpool, England",352,425,45
1213476149252083712,alipxander,alipxander,,0,15,0
4921077815,Thibo Herman,HermanThibo,"Staden, België",0,12,7
1211167381856251904,lstrmdl,lstrmdl_,,0,36,8
209932462,obito,Obito_uchiha102,,38,119,16
1150450018505113601,frases sobre a vida,dreher_eduarda,"Cascavel, Brasil",382,137,23
1213475751523012609,alican2k,alican2k,,1,75,0
1213132455705632768,Fahad Bin Othman,fahad_om88,,0,373,0
1211052542685151232,Kãmäl Ârbàøuï,kamal_arb,Zoui                          ,3,240,6
1109216017329410050,Helli,Hellin_Novaes,No fim do mundo,928,158,22
839810545024802817,mako,ogg261,,732,624,664
995871982632644609,🔥ɛყıภ נ๏รє℘ɧ🔥,_OhMyEY1NNN_,,1913,247,72
1213152827511435265,Bruno Leite,Brunobpl14,"São Paulo, Brasil",2,60,6
1213474283319508992,Martino,Martino67156364,,0,78,3
1124087759637970944,🙋🏻‍♂️,IDisturb87,"Brasília, Brasil",948,527,143
1202284392460111872,Mao,Mao91067149,,0,7,0
3000443272,247giggles🇺🇸🤭♐️,247Giggles,United States,4671,657,535
1959016620,Zxxmbie,_Eaasy_,,53,251,16
1138984546593124352,Eman. 🐦,EmmaBeauty10,,1200,3439,1153
1213472123567558661,Rebecaa.ele,Rebecaelee,,0,31,0
1213474624316395521,JustDuplo,DuploJust,,0,61,2
1213164380675686400,Joan 👑,JoanPrieto03,"Islas Baleares, España",19,92,14
1213473547055583233,Diego,Diego35649054,,0,18,1
1213442886982758401,Harry_6t_official,harry6t,Pakistan,18,13,1
14251291,Jon Mulanix,jmulanix,Michigan,8,233,66
1201686854355095553,Eucouto,Eucouto3,"São Paulo, Brasil",16,140,4
1213474338877239296,Tyronedave,Tyronedave01,,0,74,5
1211532806930649088,creative_sabbir,creativesabbir5,,42,459,9
786296371515039744,Ben Taylor,LittleBigMan245,"Colorado, USA",16,5,0
1154760996793098240,Gheti Mart,GhetiMart,"Kampala, Uganda",32,98,6
1212677994663165952,Karan Patil,__karan__95,,0,10,0
1202905084667056131,Elijah Mount Jr,mount_elijah,,1,291,2
1213469179547832320,Cheikh GNINGUE,CheikhGNINGUE20,,0,112,4
1195512511979806720,Let it snow headass.... lol ❄️❄️❄️,snowgirl700,Usa,117,220,29
1008390558400827392,ardaarslan10,ardaarslan101,"Rye, NY",8,42,7
1213471381834190848,jamesdonngreg,jamesdawngreg,,0,108,2
1212753817462169605,Mohamed Elshamey,Mohamed97050879,,0,36,0
1213462107766718464,Mel,GulMelvin,"Ardèche, Rhône-Alpes",0,27,3
1213471266721521664,shift9k,Shift9k1,"Chicago, IL",0,30,10
1211795693028818945,hehe,shamya71299073,,0,16,3
1212105140523585536,TKD,t_kyleD,,18,41,8
1213264684310134784,Gustavo Sabino,Gustavo31552916,,17,107,0
1046059927909933056,𝕭𝖊𝖑𝖆 𝖒𝖊𝖗𝖉𝖆 🤠,_eumaria__,Cg,7561,301,172
1076517078343901184,从废墟中崛起,xWyArSFgKmGGv1T,People's Republic of China,29,17,9
1213470226974572546,John Mar,ImMaaar,,2,45,1
805768043280277504,汪宇鹏,wyp97530,"黑龙江, 中华人民共和国",1,420,10
1633953546,Mir,miralimba,,3,12,6
976492450251452417,Joshua murphy,Joshuam5536,Trinidad and Tobago ,6,98,3
984292972140392450,Andres,Andres6181991,"Fort Wayne, IN",0,118,6
1178396300724846593,aylette,brooklynbaddee,,0,80,1
1149754311989190657,𝖈𝖆𝖘𝖙𝖗𝖔 💖,castraated,,13,205,23
1213467784442568704,Teezet,Teezet16,,1,112,7
1213428913394733056,Edwardx-x,2pYDreDWIDHQ6NB,,0,15,0
1213470411465211905,jaylen,jaylen19951594,,0,22,0
1201268456873758721,Loka Do Toddynho,LokaDoToddynho4,,1,10,1
702860935023587328,enchangg,mssteasseyfagel,Philippines 🇵🇭,7132,1895,285
1190471227896451072,Luanzin 🤴🏿,Luan_Isaias00,🇨🇵,208,842,657
52745376,Dörte Kaschdailis,Doerdsen,Munich,3,92,7
1257208650,kinhera,knhra,"Rennes, France",1137,223,58
1213254717087744000,Anna,Anna50516621,,0,9,0
1211990945366806529,Nat,leeenatt,,6,46,2
773646745888755712,Chris Brinkley,_Topher_99,"Aiken, SC",149,150,155
1189971162236891136,Maria Luiza 😜♥️,MariaLu38944265,"Guapimirim, Brasil",96,170,49
565468365,Maarina,Maarina_c19,Zamora,14781,868,660
1212994778826100737,mohamedshaker,mohamed49531051,,2,304,3
828262869913346048,zahra,zahra83102446,,0,46,1
1195010375760134144,Vitor 🧣🇦🇹,Vitor36340367,,192,443,186
1117079451882409984,MikaMim,MinsayMim,,30,72,35
1212677563241222144,Dominick19,Dmnckdlrsr,,24,62,14
202631589,Patty,patizynha0,,730,275,66
1207709575035703296,Jeniffer Bonruque,JenifferBonruq1,,0,78,1
608755768,RICARDO,ricardo56179101,"Carolina, Puerto Rico",9,343,28
1097104191124897792,andressinha mil grau,chapolindre,"São José dos Campos, Brasil",372,173,28
1186738099902205959,GAROTA,Erika83599955,"Rio de Janeiro, Brasil",2440,154,95
1213466655549878274,LIMBU WILSON,wilson_limbu,,0,71,0
1204075893754384384,Mister jorge,Misterjorge4,,0,319,6
1211849114498945024,said,said28777786,,0,170,5
1213468879470485506,khalid,khalid55475890,,0,23,0
1209978550280949760,Menino Bro Faz Sol 777,BroMenino,,0,19,5
1168481576943902720,Daniel,Daniel48995973,,1,73,0
1213458586723999744,Mateus,Mateus50133277,"Porto, Portugal",2,21,0
1213467608005038080,miguel,miguel26587733,,1,32,1
908322927518425088,𝚝𝚒𝚍𝚋𝚒𝚝𝚜,reinJ_27,"Ramon, Cagayan Valley 🇵🇭",2489,270,129
